"","Country","Status","HIV.AIDS","Income.composition.of.resources","Adult.Mortality","under.five.deaths","thinness.5.9.years","Diphtheria","Schooling","Life.expectancy","continent","class"
"2676","Turkey",0,0.1,0.75,112,22,4.7,97,14.3,74.8,"Asia",1
"2677","Turkey",0,0.1,0.737,114,23,4.7,97,13.8,74.5,"Asia",1
"2678","Turkey",0,0.1,0.715,116,25,4.7,97,13,74.2,"Asia",1
"2679","Turkey",0,0.1,0.709,118,27,4.8,96,12.5,73.9,"Asia",1
"2680","Turkey",0,0.1,0.705,121,29,4.8,96,12.5,73.5,"Asia",1
"2681","Turkey",0,0.1,0.697,124,31,4.8,96,12.3,73.2,"Asia",1
"2682","Turkey",0,0.1,0.687,126,34,4.8,65,11.9,72.8,"Asia",1
"2689","Turkmenistan",0,0.1,0.688,215,7,3.3,99,10.8,66.3,"Asia",0
"2690","Turkmenistan",0,0.1,0.683,217,8,3.3,98,10.8,66,"Asia",0
"2691","Turkmenistan",0,0.1,0.678,228,8,3.3,98,10.7,65.4,"Asia",0
"2692","Turkmenistan",0,0.1,0.672,22,8,3.3,97,10.7,65.6,"Asia",0
"2693","Turkmenistan",0,0.1,0.665,217,8,3.3,97,10.6,65.6,"Asia",0
"2694","Turkmenistan",0,0.1,0.286,211,8,3.3,96,10.6,65.8,"Asia",0
"2695","Turkmenistan",0,0.1,0.286,215,8,3.3,96,10.5,65.6,"Asia",0
"2696","Turkmenistan",0,0.1,0.286,235,8,3.3,96,10.5,64.5,"Asia",0
"2697","Turkmenistan",0,0.1,0.286,241,8,3.3,98,10.4,64.1,"Asia",0
"2698","Turkmenistan",0,0.1,0.286,245,8,3.3,98,10.4,63.7,"Asia",0
"2699","Turkmenistan",0,0.1,0.286,248,8,3.4,99,10.3,63.3,"Asia",0
"2700","Turkmenistan",0,0.1,0.286,238,8,3.4,97,10.3,63.5,"Asia",0
"2701","Turkmenistan",0,0.1,0.286,231,8,3.4,83,10.3,63.4,"Asia",0
"2702","Turkmenistan",0,0.1,0.286,229,8,3.5,98,10.2,63.3,"Asia",0
"2703","Turkmenistan",0,0.1,0.286,221,9,3.5,95,10.2,64,"Asia",0
"2704","Turkmenistan",0,0.1,0.286,224,9,3.6,97,6.8,63.8,"Asia",0
"2705","Uganda",0,1,0.488,291,80,5.6,78,10,62.3,"Africa",0
"2706","Uganda",0,1,0.483,38,80,5.6,78,10,61.5,"Africa",0
"2715","Uganda",0,1,0.429,383,80,6.5,65,10.9,53.2,"Africa",0
"2716","Uganda",0,1,0.427,383,80,6.6,65,11.6,52.6,"Africa",0
"2721","Ukraine",0,0.2,0.748,195,5,2.4,65,15.3,71.3,"Europe",1
"2722","Ukraine",0,0.2,0.746,23,5,2.4,65,15.2,78,"Europe",1
"2723","Ukraine",0,0.2,0.744,198,5,2.4,76,15.2,71,"Europe",1
"2726","Ukraine",0,0.2,0.728,212,6,2.5,65,14.9,69.8,"Europe",0
"2727","Ukraine",0,0.3,0.734,231,6,2.6,71,14.9,69.2,"Europe",0
"2728","Ukraine",0,0.4,0.73,273,6,2.6,65,14.9,67.7,"Europe",0
"2732","Ukraine",0,1,0.7,267,6,2.8,99,14.6,67.4,"Europe",0
"2733","Ukraine",0,0.9,0.691,256,6,2.9,97,14.3,67.6,"Europe",0
"2736","Ukraine",0,0.7,0.669,257,8,3.1,99,13.3,67.5,"Europe",0
"2737","United Arab Emirates",0,0.1,0.836,75,1,5.1,99,13.3,77.1,"Asia",1
"2738","United Arab Emirates",0,0.1,0.832,77,1,5,99,13.3,76.9,"Asia",1
"2739","United Arab Emirates",0,0.1,0.829,78,1,5,98,13.3,76.7,"Asia",1
"2740","United Arab Emirates",0,0.1,0.826,12,1,5,96,13.3,76.5,"Asia",1
"2741","United Arab Emirates",0,0.1,0.824,81,1,4.9,95,13.3,76.3,"Asia",1
"2742","United Arab Emirates",0,0.1,0.826,82,1,4.9,94,13.3,76.2,"Asia",1
"2743","United Arab Emirates",0,0.1,0.831,84,1,4.9,93,13.2,76,"Asia",1
"2744","United Arab Emirates",0,0.1,0.829,85,1,4.9,92,13.1,75.8,"Asia",1
"2745","United Arab Emirates",0,0.1,0.826,87,1,4.9,92,12.9,75.6,"Asia",1
"2746","United Arab Emirates",0,0.1,0.823,89,1,4.9,92,12.8,75.4,"Asia",1
"2747","United Arab Emirates",0,0.1,0.818,92,1,4.9,94,12.6,75.3,"Asia",1
"2748","United Arab Emirates",0,0.1,0.813,95,1,4.9,94,12.4,75.1,"Asia",1
"2749","United Arab Emirates",0,0.1,0.808,98,1,5,94,12.3,74.9,"Asia",1
"2750","United Arab Emirates",0,0.1,0.803,12,1,5,94,12.1,74.7,"Asia",1
"2751","United Arab Emirates",0,0.1,0.798,14,1,5.1,94,12,74.5,"Asia",1
"2752","United Arab Emirates",0,0.1,0.791,17,1,5.1,94,11.8,74.2,"Asia",1
"2753","United Kingdom of Great Britain and Northern Ireland",1,0.1,0.723,69,4,0.6,96,13.1,81.2,"Europe",1
"2754","United Kingdom of Great Britain and Northern Ireland",1,0.1,0.722,71,4,0.5,95,13,81,"Europe",1
"2758","United Kingdom of Great Britain and Northern Ireland",1,0.1,0.7,77,4,0.5,94,12.7,82,"Europe",1
"2762","United Kingdom of Great Britain and Northern Ireland",1,0.1,0.682,82,4,0.5,92,12.3,79.3,"Europe",1
"2763","United Kingdom of Great Britain and Northern Ireland",1,0.1,0.658,82,4,0.5,91,12.1,79,"Europe",1
"2764","United Kingdom of Great Britain and Northern Ireland",1,0.1,0.64,83,4,0.5,92,12,78.8,"Europe",1
"2765","United Kingdom of Great Britain and Northern Ireland",1,0.1,0.638,86,4,0.5,91,11.8,78.3,"Europe",1
"2766","United Kingdom of Great Britain and Northern Ireland",1,0.1,0.632,87,4,0.5,91,11.8,78.2,"Europe",1
"2767","United Kingdom of Great Britain and Northern Ireland",1,0.1,0.629,88,4,0.5,91,11.6,78,"Europe",1
"2768","United Kingdom of Great Britain and Northern Ireland",1,0.1,0.602,89,5,0.5,91,11.4,77.8,"Europe",1
"2769","United Republic of Tanzania",0,1,0.723,279,80,6.5,98,13.1,61.8,"Africa",0
"2770","United Republic of Tanzania",0,1,0.722,34,80,6.6,97,13,67,"Africa",0
"2771","United Republic of Tanzania",0,1,0.719,323,80,6.7,91,12.9,59.7,"Africa",0
"2774","United Republic of Tanzania",0,1,0.7,36,80,7.1,91,12.7,57.5,"Africa",0
"2779","United Republic of Tanzania",0,1,0.658,383,80,7.6,65,12.1,52.6,"Africa",0
"2785","United States of America",1,0.1,0.723,13,26,0.6,95,13.1,79.3,"Americas",1
"2786","United States of America",1,0.1,0.722,14,27,0.6,95,13,79.1,"Americas",1
"2787","United States of America",1,0.1,0.719,16,27,0.6,94,12.9,78.9,"Americas",1
"2788","United States of America",1,0.1,0.712,16,28,0.6,94,12.9,78.8,"Americas",1
"2789","United States of America",1,0.1,0.709,16,29,0.6,96,12.9,78.7,"Americas",1
"2790","United States of America",1,0.1,0.7,15,30,0.6,95,12.7,78.7,"Americas",1
"2791","United States of America",1,0.1,0.7,18,31,0.6,95,12.5,78.5,"Americas",1
"2792","United States of America",1,0.1,0.697,18,31,0.6,96,12.4,78.2,"Americas",1
"2793","United States of America",1,0.1,0.687,12,32,0.6,96,12.3,78.1,"Americas",1
"2794","United States of America",1,0.1,0.682,113,33,0.6,96,12.3,77.8,"Americas",1
"2795","United States of America",1,0.1,0.658,112,33,0.6,96,12.1,77.5,"Americas",1
"2796","United States of America",1,0.1,0.64,111,33,0.6,96,12,77.5,"Americas",1
"2797","United States of America",1,0.1,0.638,114,33,0.6,96,11.8,77.2,"Americas",1
"2798","United States of America",1,0.1,0.632,115,33,0.6,94,11.8,77,"Americas",1
"2799","United States of America",1,0.1,0.629,115,33,0.6,94,11.6,76.9,"Americas",1
"2800","United States of America",1,0.1,0.602,114,33,0.7,94,11.4,76.8,"Americas",1
"2801","Uruguay",0,0.1,0.794,116,0,1.4,95,15.5,77,"Americas",1
"2802","Uruguay",0,0.1,0.791,117,0,1.4,95,15.5,76.8,"Americas",1
"2803","Uruguay",0,0.1,0.788,117,0,1.4,94,15.5,76.8,"Americas",1
"2804","Uruguay",0,0.1,0.784,118,0,1.5,95,15.5,76.5,"Americas",1
"2805","Uruguay",0,0.1,0.78,111,1,1.5,95,15.5,77,"Americas",1
"2806","Uruguay",0,0.1,0.777,118,1,1.5,95,15.6,76.3,"Americas",1
"2807","Uruguay",0,0.1,0.774,118,1,1.5,95,15.5,76.6,"Americas",1
"2808","Uruguay",0,0.1,0.77,119,1,1.5,94,15.7,76.4,"Americas",1
"2809","Uruguay",0,0.1,0.76,124,1,1.5,94,15.3,75.4,"Americas",1
"2810","Uruguay",0,0.1,0.756,117,1,1.6,95,15.2,76.2,"Americas",1
"2811","Uruguay",0,0.1,0.753,123,1,1.6,96,15.5,75.7,"Americas",1
"2812","Uruguay",0,0.1,0.75,122,1,1.6,94,15.5,75.4,"Americas",1
"2813","Uruguay",0,0.1,0.747,121,1,1.6,91,15,75.4,"Americas",1
"2814","Uruguay",0,0.1,0.746,124,1,1.7,95,14.7,75.4,"Americas",1
"2815","Uruguay",0,0.1,0.742,123,1,1.7,94,14.2,75.2,"Americas",1
"2816","Uruguay",0,0.1,0.738,131,1,1.7,65,14,75.1,"Americas",1
"2817","Uzbekistan",0,0.1,0.697,184,17,3.1,99,12.1,69.4,"Asia",0
"2818","Uzbekistan",0,0.1,0.69,184,18,3.1,99,12.1,69.2,"Asia",0
"2819","Uzbekistan",0,0.1,0.681,185,19,3.1,99,12,69.1,"Asia",0
"2820","Uzbekistan",0,0.1,0.673,184,21,3.1,99,12,68.8,"Asia",0
"2821","Uzbekistan",0,0.1,0.664,183,22,3.1,99,12,68.5,"Asia",0
"2822","Uzbekistan",0,0.2,0.657,183,23,3.1,99,11.9,68.3,"Asia",0
"2823","Uzbekistan",0,0.2,0.651,183,24,3.1,98,11.8,68,"Asia",0
"2824","Uzbekistan",0,0.3,0.644,184,25,3.1,98,11.9,67.9,"Asia",0
"2825","Uzbekistan",0,0.3,0.631,184,26,3.1,96,11.8,67.8,"Asia",0
"2826","Uzbekistan",0,0.4,0.626,185,27,3.2,96,11.8,67.6,"Asia",0
"2827","Uzbekistan",0,0.3,0.62,192,28,3.2,99,11.7,67.3,"Asia",0
"2828","Uzbekistan",0,0.3,0.613,183,29,3.2,99,11.6,67.8,"Asia",0
"2829","Uzbekistan",0,0.3,0.607,183,30,3.3,98,11.3,67.2,"Asia",0
"2830","Uzbekistan",0,0.2,0.6,186,32,3.3,99,11,67.1,"Asia",0
"2831","Uzbekistan",0,0.2,0.594,185,34,3.3,99,10.7,67.4,"Asia",0
"2832","Uzbekistan",0,0.1,0.286,189,36,3.4,99,10.6,67.1,"Asia",0
"2833","Vanuatu",0,0.1,0.598,13,0,1.4,65,10.8,72,"Oceania",1
"2834","Vanuatu",0,0.1,0.596,134,0,1.4,65,10.8,71.7,"Oceania",1
"2835","Vanuatu",0,0.1,0.591,135,0,1.4,65,10.8,71.6,"Oceania",1
"2836","Vanuatu",0,0.1,0.592,138,0,1.4,65,10.8,71.4,"Oceania",1
"2837","Vanuatu",0,0.1,0.591,141,0,1.4,65,10.8,71.2,"Oceania",1
"2838","Vanuatu",0,0.1,0.59,145,0,1.4,65,10.8,71,"Oceania",1
"2839","Vanuatu",0,0.1,0.589,149,0,1.5,66,10.7,78,"Oceania",1
"2840","Vanuatu",0,0.1,0.582,153,0,1.5,67,10.7,75,"Oceania",1
"2841","Vanuatu",0,0.1,0.579,157,0,1.5,67,10.7,73,"Oceania",1
"2842","Vanuatu",0,0.1,0.572,161,0,1.5,68,10.6,71,"Oceania",1
"2843","Vanuatu",0,0.1,0.286,165,0,1.5,68,10.6,69.9,"Oceania",0
"2844","Vanuatu",0,0.1,0.286,169,0,1.5,69,10.7,69.6,"Oceania",0
"2845","Vanuatu",0,0.1,0.286,173,0,1.6,69,10.4,69.4,"Oceania",0
"2846","Vanuatu",0,0.1,0.286,176,0,1.6,65,10.2,69.3,"Oceania",0
"2847","Vanuatu",0,0.1,0.286,179,0,1.6,65,10.1,69.1,"Oceania",0
"2848","Vanuatu",0,0.1,0.286,18,0,1.7,71,9.6,69,"Oceania",0
"2849","Venezuela (Bolivarian Republic of)",0,0.1,0.769,157,10,1.5,87,14.3,74.1,"Americas",1
"2850","Venezuela (Bolivarian Republic of)",0,0.1,0.771,158,10,1.5,78,14.2,73.9,"Americas",1
"2851","Venezuela (Bolivarian Republic of)",0,0.1,0.77,159,10,1.5,82,14.2,73.8,"Americas",1
"2852","Venezuela (Bolivarian Republic of)",0,0.1,0.767,161,10,1.5,81,14.1,73.7,"Americas",1
"2853","Venezuela (Bolivarian Republic of)",0,0.1,0.756,158,10,1.5,78,14.1,73.8,"Americas",1
"2854","Venezuela (Bolivarian Republic of)",0,0.1,0.754,158,10,1.5,78,14,73.7,"Americas",1
"2855","Venezuela (Bolivarian Republic of)",0,0.1,0.754,166,10,1.5,84,14,73.6,"Americas",1
"2856","Venezuela (Bolivarian Republic of)",0,0.1,0.745,168,10,1.5,65,13.4,73.2,"Americas",1
"2857","Venezuela (Bolivarian Republic of)",0,0.1,0.728,165,10,1.5,65,12.9,73.4,"Americas",1
"2858","Venezuela (Bolivarian Republic of)",0,0.1,0.714,163,11,1.6,71,12.4,73.6,"Americas",1
"2859","Venezuela (Bolivarian Republic of)",0,0.1,0.7,158,11,1.6,87,11.8,73.6,"Americas",1
"2860","Venezuela (Bolivarian Republic of)",0,0.1,0.687,161,11,1.6,86,11.6,73.3,"Americas",1
"2861","Venezuela (Bolivarian Republic of)",0,0.1,0.688,172,12,1.6,68,11.6,72.4,"Americas",1
"2863","Venezuela (Bolivarian Republic of)",0,0.1,0.672,169,12,1.7,65,10.4,72.5,"Americas",1
"2864","Venezuela (Bolivarian Republic of)",0,0.1,0.67,168,13,1.7,77,10.6,72.5,"Americas",1
"2865","Viet Nam",0,0.1,0.678,127,35,11.3,97,12.6,76,"Asia",1
"2868","Viet Nam",0,0.1,0.662,13,36,11.3,97,12.2,75.6,"Asia",1
"2869","Viet Nam",0,0.1,0.655,131,36,11.3,95,12,75.4,"Asia",1
"2872","Viet Nam",0,0.2,0.633,135,35,11.3,93,11.6,74.9,"Asia",1
"2873","Viet Nam",0,0.2,0.625,136,35,11.3,92,11.4,74.7,"Asia",1
"2875","Viet Nam",0,0.2,0.609,136,36,11.3,95,11.1,74.4,"Asia",1
"2876","Viet Nam",0,0.2,0.601,136,36,11.3,96,11,74.2,"Asia",1
"2881","Yemen",0,0.1,0.499,224,47,11.3,69,9,65.7,"Asia",0
"2882","Yemen",0,0.1,0.5,228,47,11.3,73,9,65.4,"Asia",0
"2883","Yemen",0,0.1,0.498,226,46,11.3,73,9,65.4,"Asia",0
"2886","Yemen",0,0.1,0.488,233,45,11.3,76,8.5,64.4,"Asia",0
"2887","Yemen",0,0.1,0.483,235,46,11.3,76,8.4,64.1,"Asia",0
"2888","Yemen",0,0.1,0.48,238,47,11.3,78,8.5,63.8,"Asia",0
"2889","Yemen",0,0.1,0.477,24,49,11.3,79,8.6,63.4,"Asia",0
"2894","Yemen",0,0.1,0.45,25,61,11.3,65,8,61.5,"Asia",0
"2895","Yemen",0,0.1,0.444,251,63,11.3,73,7.9,61.1,"Asia",0
"2896","Yemen",0,0.1,0.436,252,66,11.3,74,7.7,68,"Asia",0
"2897","Zambia",0,1,0.576,33,40,6.1,65,12.5,61.8,"Africa",0
"2898","Zambia",0,1,0.57,314,41,6.2,86,12.5,61.1,"Africa",0
"2899","Zambia",0,1,0.565,328,42,6.2,79,12.5,63,"Africa",0
"2900","Zambia",0,1,0.554,349,43,6.3,78,12.3,59.2,"Africa",0
"2903","Zambia",0,1,0.518,368,47,6.6,94,11.6,57.4,"Africa",0
"2904","Zambia",0,1,0.504,45,49,6.7,87,11.4,55.7,"Africa",0
"2905","Zambia",0,1,0.492,383,51,6.8,65,11.1,52.6,"Africa",0
"2906","Zambia",0,1,0.479,383,52,6.9,81,10.9,58,"Africa",0
"2907","Zambia",0,1,0.467,383,55,7,82,10.7,52.6,"Africa",0
"2908","Zambia",0,1,0.456,383,59,7.1,83,10.5,52.6,"Africa",0
"2909","Zambia",0,1,0.443,64,62,7.2,83,10.2,52.6,"Africa",0
"2913","Zimbabwe",0,1,0.507,336,32,5.5,87,10.3,67,"Africa",0
"2914","Zimbabwe",0,1,0.498,371,34,5.7,91,10.3,59.2,"Africa",0
"2915","Zimbabwe",0,1,0.488,383,36,6,95,10.4,58,"Africa",0
"2916","Zimbabwe",0,1,0.464,383,39,6.4,95,9.8,56.6,"Africa",0
"2917","Zimbabwe",0,1,0.452,383,42,6.7,93,10.1,54.9,"Africa",0
"2919","Zimbabwe",0,1,0.419,383,45,7.4,73,9.9,52.6,"Africa",0
"2920","Zimbabwe",0,1,0.421,383,46,7.8,75,9.7,52.6,"Africa",0
"2921","Zimbabwe",0,1,0.414,67,46,8.2,73,9.6,52.6,"Africa",0
"2922","Zimbabwe",0,1,0.408,12,45,8.6,65,9.5,52.6,"Africa",0
"2923","Zimbabwe",0,1,0.406,383,43,9,68,9.3,52.6,"Africa",0
"2924","Zimbabwe",0,1,0.407,383,42,9.4,65,9.2,52.6,"Africa",0
"2925","Zimbabwe",0,1,0.418,383,41,9.9,68,9.5,52.6,"Africa",0
"2926","Zimbabwe",0,1,0.427,73,40,1.3,71,10,52.6,"Africa",0
"2927","Zimbabwe",0,1,0.427,383,39,1.7,75,9.8,52.6,"Africa",0
